,article_name,country,rev_id,article_quality,Population mid-2018 (millions)
17956,Waldemar Zboralski,Poland,801147834.0,Start,38.4
17957,Ignacy Hryniewiecki,Poland,801204367.0,Start,38.4
17958,Ewald Latacz,Poland,801250724.0,Start,38.4
17959,Witold Hensel,Poland,801280551.0,Stub,38.4
17960,Władysław Anders,Poland,801293111.0,C,38.4
17961,Zenon Nowak,Poland,801333418.0,Stub,38.4
17962,Zygmunt Balicki,Poland,801341902.0,Start,38.4
17963,Anna Kalata,Poland,801375466.0,Stub,38.4
17964,Tadeusz Żuliński (activist),Poland,801398388.0,Stub,38.4
17965,Patryk Jaki,Poland,801398623.0,Start,38.4
17966,Krystian Legierski,Poland,801609312.0,Start,38.4
17967,Małgorzata Gryniewicz,Poland,801758196.0,C,38.4
17968,Mariusz Kazana,Poland,801783456.0,Stub,38.4
17969,Wiesław Chrzanowski,Poland,802081826.0,Start,38.4
17970,Adam Andruszkiewicz,Poland,802303316.0,Stub,38.4
17971,Jan Chryzostom Czapski,Poland,802303823.0,Start,38.4
17972,Bronisław Geremek,Poland,802500342.0,C,38.4
17973,Zofia Wasilkowska,Poland,802653135.0,Stub,38.4
17974,Franciszek Januszewski,Poland,802731558.0,Start,38.4
17975,Tadeusz Rejtan,Poland,802777457.0,GA,38.4
17976,August Zaleski,Poland,803042272.0,Start,38.4
17977,Zygmunt Muchniewski,Poland,803044575.0,Stub,38.4
17978,Zbigniew Religa,Poland,803071222.0,C,38.4
17979,Florian Ceynowa,Poland,803443644.0,Start,38.4
17980,Stanisław Car,Poland,803514994.0,Stub,38.4
17981,Stanisław Haller,Poland,803769577.0,Start,38.4
17982,Jakub Berman,Poland,803893858.0,Start,38.4
17983,Witold Tomczak,Poland,804109267.0,Start,38.4
17984,Gabriel Narutowicz,Poland,804124368.0,C,38.4
17985,Aleksander Ładoś,Poland,804171624.0,Stub,38.4
17986,Jerzy Zakulski,Poland,804171630.0,C,38.4
17987,Jerzy Andrzejewski,Poland,804171644.0,C,38.4
17988,Witold Bieńkowski,Poland,804171645.0,Stub,38.4
17989,Leon Feiner,Poland,804171647.0,Start,38.4
17990,Adam Czerniaków,Poland,804343456.0,C,38.4
17991,Józef Świeżyński,Poland,804361488.0,Stub,38.4
17992,Karol Modzelewski,Poland,804518216.0,Start,38.4
17993,Jan Kucharzewski,Poland,804595658.0,Stub,38.4
17994,Grzegorz Lato,Poland,804662132.0,C,38.4
17995,Władysław Studnicki,Poland,804733109.0,B,38.4
17996,Stanisław Tymiński,Poland,804837086.0,C,38.4
17997,Ryszard Kalisz,Poland,805024455.0,Stub,38.4
17998,Łukasz Rzepecki,Poland,805162777.0,Stub,38.4
17999,Jarosław Kaczyński,Poland,805200782.0,GA,38.4
18000,Stanisław Kostka Potocki,Poland,805267975.0,Start,38.4
18001,Gershon Dua-Bogen,Poland,805410025.0,Stub,38.4
18002,Władysław Grabski,Poland,805523705.0,C,38.4
18003,Artur Śliwiński,Poland,805524034.0,Stub,38.4
18004,Julian Nowak,Poland,805524159.0,Stub,38.4
18005,Władysław Sikorski,Poland,805524436.0,FA,38.4
18006,Aleksander Skrzyński,Poland,805524650.0,Stub,38.4
18007,Walery Sławek,Poland,805525354.0,B,38.4
18008,Tadeusz Tomaszewski (Prime Minister),Poland,805526546.0,Stub,38.4
18009,Roman Odzierzyński,Poland,805526683.0,Stub,38.4
18010,Jerzy Hryniewski,Poland,805526828.0,Stub,38.4
18011,Edward Szczepanik,Poland,805527794.0,C,38.4
18012,Edward Osóbka-Morawski,Poland,805527959.0,Start,38.4
18013,Edward Babiuch,Poland,805528587.0,Stub,38.4
18014,Józef Pińkowski,Poland,805528687.0,Stub,38.4
18015,Zbigniew Messner,Poland,805529106.0,Stub,38.4
18016,Józef Piłsudski,Poland,805648263.0,FA,38.4
18017,Kazimierz Nestor Sapieha,Poland,805670356.0,Start,38.4
18018,Killion Munyama,Poland,805843500.0,Start,38.4
18019,Stanisław Kania,Poland,805876288.0,Stub,38.4
18020,Donald Tusk,Poland,806158632.0,GA,38.4
18021,Marie Casimire Louise de La Grange d'Arquien,Poland,806200500.0,C,38.4
18022,Tadeusz Mazowiecki,Poland,806347127.0,C,38.4
18023,Paweł Szałamacha,Poland,806368648.0,Stub,38.4
18024,Józef Poniatowski,Poland,806394996.0,C,38.4
18025,Stanisław Dunin-Karwicki,Poland,806510922.0,B,38.4
18026,Matthew Stachiw,Poland,806513371.0,Stub,38.4
18027,Julia Przyłębska,Poland,806515712.0,Stub,38.4
18028,Grażyna Gęsicka,Poland,806567649.0,Start,38.4
18029,Emeryk August Hutten-Czapski,Poland,806662947.0,B,38.4
18030,Anna Streżyńska,Poland,806692741.0,Stub,38.4
18031,Anna Zalewska,Poland,806693189.0,Start,38.4
18032,Halina Skibniewska,Poland,806700272.0,C,38.4
18033,Jacek Kuroń,Poland,806705756.0,C,38.4
18034,Konstanty Radziwiłł,Poland,806712665.0,Start,38.4
18035,Jan Tomaszewski,Poland,806908578.0,C,38.4
18036,Jadwiga of Poland,Poland,807113462.0,C,38.4
18037,Lech Kaczyński,Poland,807205355.0,C,38.4
18038,Ryszard Galla,Poland,807460527.0,Stub,38.4
18039,Mariusz Kamiński,Poland,807464956.0,Start,38.4
18040,Template:Luxembourg-politician-stub,Luxembourg,444377000.0,Stub,0.6
18041,Template:Luxembourg-mayor-stub,Luxembourg,444381930.0,Stub,0.6
18042,Léon de la Fontaine,Luxembourg,701219833.0,Start,0.6
18043,François Biltgen,Luxembourg,705409866.0,Start,0.6
18044,Mars Di Bartolomeo,Luxembourg,705459067.0,Stub,0.6
18045,Henri Grethen,Luxembourg,705460148.0,Stub,0.6
18046,Lucien Lux,Luxembourg,705460585.0,Start,0.6
18047,Hubert Loutsch,Luxembourg,708045005.0,Stub,0.6
18048,Michel Rasquin,Luxembourg,708266641.0,Start,0.6
18049,Antoine Lefort,Luxembourg,708369914.0,Stub,0.6
18050,Léon Moutrier,Luxembourg,708369973.0,Stub,0.6
18051,Ernest Leclère,Luxembourg,708370039.0,Stub,0.6
18052,Jean-Bernard Knepper,Luxembourg,708517151.0,Stub,0.6
18053,Johny Lahure,Luxembourg,708729390.0,Stub,0.6
18054,Henry Cravatte,Luxembourg,708822548.0,Stub,0.6
18055,Raymond Vouel,Luxembourg,708837354.0,Stub,0.6
18056,Pierre Grégoire,Luxembourg,711170038.0,Stub,0.6
18057,Marie-Thérèse Gantenbein-Koullen,Luxembourg,712221176.0,Stub,0.6
18058,Hubert Clément,Luxembourg,712396322.0,Stub,0.6
18059,René Blum (politician),Luxembourg,712414385.0,Stub,0.6
18060,Georges Wohlfart,Luxembourg,712417346.0,Stub,0.6
18061,Lucien Weiler,Luxembourg,712453838.0,Stub,0.6
18062,Marcel Mart,Luxembourg,712467130.0,Stub,0.6
18063,Joseph Brebsom,Luxembourg,712481714.0,Stub,0.6
18064,Norbert Dumont,Luxembourg,712488209.0,Stub,0.6
18065,Louis Rech,Luxembourg,712511559.0,Stub,0.6
18066,Fred Sunnen,Luxembourg,713333303.0,Stub,0.6
18067,Tony Biever,Luxembourg,713989559.0,Stub,0.6
18068,Marie-Josée Frank,Luxembourg,716333832.0,Stub,0.6
18069,Léon Metz,Luxembourg,717131440.0,Start,0.6
18070,Paul de Scherff,Luxembourg,717177663.0,Stub,0.6
18071,Jerry Weyer,Luxembourg,717897831.0,Start,0.6
18072,René Urbany,Luxembourg,723760280.0,Stub,0.6
18073,Jean Wolter,Luxembourg,723763664.0,Stub,0.6
18074,Andy Maar,Luxembourg,725319802.0,Start,0.6
18075,Fernand Boden,Luxembourg,729897587.0,Stub,0.6
18076,Jean-Pierre Büchler,Luxembourg,729898716.0,Stub,0.6
18077,Camille Ney,Luxembourg,729899299.0,Stub,0.6
18078,Émile Schaus,Luxembourg,729899398.0,Start,0.6
18079,Guillaume Soisson,Luxembourg,729899494.0,Stub,0.6
18080,René Steichen,Luxembourg,729899567.0,Stub,0.6
18081,Alphonse Osch,Luxembourg,733952379.0,Stub,0.6
18082,Pierre Mellina,Luxembourg,734437805.0,Stub,0.6
18083,Maggy Nagel,Luxembourg,735747956.0,Stub,0.6
18084,Arthur Useldinger,Luxembourg,738656213.0,Stub,0.6
18085,Nik Welter,Luxembourg,740333293.0,Start,0.6
18086,Bernard Berg,Luxembourg,740408750.0,Stub,0.6
18087,Josy Barthel,Luxembourg,741818542.0,Start,0.6
18088,Albert Bousser,Luxembourg,741818567.0,Stub,0.6
18089,René Konen,Luxembourg,741818585.0,Stub,0.6
18090,Paul-Henri Meyers,Luxembourg,741818591.0,Start,0.6
18091,Étienne Schmit,Luxembourg,741818617.0,Stub,0.6
18092,Jean-Baptiste Thorn,Luxembourg,741818621.0,Stub,0.6
18093,Dominique Brasseur,Luxembourg,741818648.0,Start,0.6
18094,Émile Hamilius,Luxembourg,741818655.0,Stub,0.6
18095,Léandre Lacroix,Luxembourg,741818670.0,Stub,0.6
18096,Alphonse Munchen,Luxembourg,741818677.0,Stub,0.6
18097,Willy Bourg,Luxembourg,741819079.0,Start,0.6
18098,Robert Brasseur,Luxembourg,741819090.0,Start,0.6
18099,Xavier Brasseur,Luxembourg,741819092.0,Start,0.6
18100,Gaston Diderich,Luxembourg,741819136.0,Stub,0.6
18101,Lucien Dury,Luxembourg,741819146.0,Stub,0.6
18102,Paul Elvinger,Luxembourg,741819149.0,Stub,0.6
18103,Marcel Fischbach,Luxembourg,741819169.0,Stub,0.6
18104,Jean-Marie Halsdorf,Luxembourg,741819227.0,Start,0.6
18105,Luc Housse,Luxembourg,741819253.0,Stub,0.6
18106,Léon Kauffman,Luxembourg,741819266.0,Start,0.6
18107,Antoine Krier,Luxembourg,741819285.0,Stub,0.6
18108,Pierre Krier,Luxembourg,741819295.0,Stub,0.6
18109,Auguste Laval,Luxembourg,741819315.0,Start,0.6
18110,Norbert Metz,Luxembourg,741819383.0,Start,0.6
18111,Laurent Mosar,Luxembourg,741819392.0,Start,0.6
18112,Émile Mousel,Luxembourg,741819393.0,Stub,0.6
18113,Guy de Muyser,Luxembourg,741819404.0,Stub,0.6
18114,Lambert Schaus,Luxembourg,741819464.0,Start,0.6
18115,Jean-Louis Schiltz,Luxembourg,741819469.0,Stub,0.6
18116,Charles Simonis,Luxembourg,741819511.0,Stub,0.6
18117,Antoine Wehenkel,Luxembourg,741819567.0,Stub,0.6
18118,Alain Meyer,Luxembourg,742997477.0,Stub,0.6
18119,Alex Krieps,Luxembourg,743170906.0,Stub,0.6
18120,Ali Kaes,Luxembourg,743346860.0,Stub,0.6
18121,"List of members of the European Parliament for Luxembourg, 1999–2004",Luxembourg,745068412.0,Stub,0.6
18122,Auguste Liesch,Luxembourg,745488290.0,Stub,0.6
18123,Dominique Urbany,Luxembourg,746441018.0,Stub,0.6
18124,Robert Mehlen,Luxembourg,747631045.0,Stub,0.6
18125,Robert Schaffner,Luxembourg,748093498.0,Start,0.6
18126,Camille Gira,Luxembourg,749288361.0,Stub,0.6
18127,Carlo Wagner,Luxembourg,750161768.0,Stub,0.6
18128,Henri Kirpach,Luxembourg,754588701.0,Stub,0.6
18129,Aloyse Hentgen,Luxembourg,761703430.0,Start,0.6
18130,Pierre Dupong,Luxembourg,761949034.0,Start,0.6
18131,Jean Origer,Luxembourg,769345589.0,Stub,0.6
18132,Jean Ersfeld,Luxembourg,770871209.0,Stub,0.6
18133,Gaston Gibéryen,Luxembourg,772616432.0,Stub,0.6
18134,Jean-Pierre Koepp,Luxembourg,772638090.0,Start,0.6
18135,Emile Calmes,Luxembourg,772776816.0,Start,0.6
18136,Marc Spautz,Luxembourg,772938849.0,Start,0.6
18137,Marcel Glesener,Luxembourg,773220716.0,Start,0.6
18138,Niki Bettendorf,Luxembourg,774222149.0,Stub,0.6
18139,Jean Colombera,Luxembourg,776341117.0,Start,0.6
18140,Jean Dupong,Luxembourg,776343358.0,Stub,0.6
18141,Jhemp Bertrand,Luxembourg,776629525.0,Stub,0.6
18142,Jean-Pierre Klein,Luxembourg,777023331.0,Stub,0.6
18143,Aly Jaerling,Luxembourg,777329180.0,Start,0.6
18144,Joseph Schaack,Luxembourg,777535414.0,Stub,0.6
18145,Jacques-Yves Henckes,Luxembourg,778387656.0,Stub,0.6
18146,Victor Thorn,Luxembourg,780050242.0,Start,0.6
18147,Jean Ulveling,Luxembourg,781080175.0,Start,0.6
18148,Léon Bollendorff,Luxembourg,782666888.0,Stub,0.6
18149,Nicolas Biever,Luxembourg,782799911.0,Stub,0.6
18150,Marcel Sauber,Luxembourg,783354605.0,Start,0.6
18151,Marco Schank,Luxembourg,783389300.0,Stub,0.6
18152,Jeannot Krecké,Luxembourg,783463317.0,Stub,0.6
18153,Émile Colling,Luxembourg,783511097.0,Stub,0.6
18154,Nicolas Mosar,Luxembourg,783904793.0,Stub,0.6
18155,Johannes Olav Fallize,Luxembourg,784512229.0,C,0.6
18156,Christine Doerner,Luxembourg,787981937.0,Stub,0.6
18157,Damian Kratzenberg,Luxembourg,788129256.0,Start,0.6
18158,Pierre Frieden,Luxembourg,788838876.0,Start,0.6
18159,Yvonne Useldinger,Luxembourg,788874333.0,Start,0.6
18160,Mady Delvaux-Stehres,Luxembourg,788875646.0,Start,0.6
18161,Astrid Lulling,Luxembourg,788875953.0,Start,0.6
18162,Ben Fayot,Luxembourg,788875965.0,Stub,0.6
18163,Ernest Mühlen,Luxembourg,788875989.0,Stub,0.6
18164,Jean Hamilius,Luxembourg,788876008.0,Start,0.6
18165,Jean Spautz,Luxembourg,788876013.0,Start,0.6
18166,Joseph Wohlfart,Luxembourg,788876016.0,Stub,0.6
18167,Jup Weber,Luxembourg,788876023.0,Stub,0.6
18168,Lydie Schmit,Luxembourg,788876039.0,Stub,0.6
18169,Marcel Schlechter,Luxembourg,788876051.0,Stub,0.6
18170,Nicolas Estgen,Luxembourg,788876060.0,Stub,0.6
18171,Robert Goebbels,Luxembourg,788876066.0,Start,0.6
18172,Robert Krieps,Luxembourg,788876070.0,Stub,0.6
18173,Victor Abens,Luxembourg,788876076.0,Start,0.6
18174,André Hoffmann (politician),Luxembourg,789138186.0,Start,0.6
18175,Anne Kremer,Luxembourg,789319175.0,C,0.6
18176,Nancy Kemp-Arendt,Luxembourg,789323657.0,Start,0.6
18177,Lydie Err,Luxembourg,789666491.0,Stub,0.6
18178,Marie-Josée Jacobs,Luxembourg,789666773.0,Stub,0.6
18179,Patrick Santer,Luxembourg,790363776.0,Stub,0.6
18180,Camille Polfer,Luxembourg,791375096.0,Start,0.6
18181,Lydia Mutsch,Luxembourg,792159613.0,Stub,0.6
18182,Eugène Berger,Luxembourg,792552245.0,Stub,0.6
18183,Camille Dimmer,Luxembourg,792939120.0,Start,0.6
18184,Charles Goerens,Luxembourg,793669152.0,Start,0.6
18185,Victor de Tornaco,Luxembourg,794286181.0,Start,0.6
18186,Claude Wiseler,Luxembourg,794621613.0,Start,0.6
18187,Jacques Poos,Luxembourg,797050751.0,Start,0.6
18188,Nicolas Schmit,Luxembourg,797191840.0,Start,0.6
18189,Frank Engel (politician),Luxembourg,798144920.0,Start,0.6
18190,Norbert Haupert,Luxembourg,799299105.0,Stub,0.6
18191,Viviane Reding,Luxembourg,799671897.0,GA,0.6
18192,Émile Reuter,Luxembourg,799786611.0,Start,0.6
18193,Romain Schneider,Luxembourg,801313140.0,Stub,0.6
18194,Claude Turmes,Luxembourg,801545514.0,Start,0.6
18195,Marcelle Lentz-Cornette,Luxembourg,801654987.0,Start,0.6
18196,Tessy Scholtes,Luxembourg,802477842.0,Stub,0.6
18197,Madeleine Frieden-Kinnen,Luxembourg,802586151.0,Stub,0.6
18198,Colette Flesch,Luxembourg,802728463.0,Start,0.6
18199,Octavie Modert,Luxembourg,802728756.0,Stub,0.6
18200,Guillaume Konsbruck,Luxembourg,802875692.0,Start,0.6
18201,Théodore Eberhard,Luxembourg,803114032.0,Stub,0.6
18202,Corinne Cahen,Luxembourg,803760201.0,Start,0.6
18203,Roy Reding,Luxembourg,804658316.0,C,0.6
18204,Joe Thein,Luxembourg,804828400.0,Start,0.6
18205,Jacques Santer,Luxembourg,805222572.0,C,0.6
18206,Carole Dieschbourg,Luxembourg,805501041.0,Start,0.6
18207,François Scheffer,Luxembourg,806501713.0,Stub,0.6
18208,Félix de Blochausen,Luxembourg,806502951.0,Start,0.6
18209,Édouard Thilges,Luxembourg,806502993.0,Start,0.6
18210,Charles-Gérard Eyschen,Luxembourg,806503089.0,Start,0.6
18211,Jean-Jacques Willmar,Luxembourg,806503132.0,Start,0.6
18212,François-Xavier Wurth-Paquet,Luxembourg,806503196.0,Start,0.6
18213,Henri Vannérus,Luxembourg,806503217.0,Stub,0.6
18214,Vendelin Jurion,Luxembourg,806503337.0,Stub,0.6
18215,Mathias Mongenast,Luxembourg,806503372.0,Stub,0.6
18216,Émile Servais,Luxembourg,806503445.0,C,0.6
18217,Gaspard-Théodore-Ignace de la Fontaine,Luxembourg,806599854.0,Start,0.6
18218,Charles-Mathias Simons,Luxembourg,806605183.0,Start,0.6
18219,Sven Clement,Luxembourg,806728301.0,Stub,0.6
18220,Template:Denmark-mayor-stub,Denmark,444431830.0,Stub,5.8
18221,Template:Denmark-diplomat-stub,Denmark,540994071.0,Stub,5.8
18222,Template:Denmark-activist-stub,Denmark,564225242.0,Stub,5.8
18223,Eiler Grubbe,Denmark,643746000.0,Stub,5.8
18224,Torsten Nielsen,Denmark,663166199.0,Stub,5.8
18225,Template:Denmark-politician-stub,Denmark,686829001.0,Stub,5.8
18226,Carl Edvard Rotwitt,Denmark,704906631.0,Stub,5.8
18227,Christian Emil Krag-Juel-Vind-Frijs,Denmark,704909164.0,Stub,5.8
18228,Ludvig Holstein-Holsteinborg,Denmark,704909244.0,Stub,5.8
18229,Christen Andreas Fonnesbech,Denmark,704909670.0,Stub,5.8
18230,Tage Reedtz-Thott,Denmark,704916318.0,Stub,5.8
18231,Hugo Egmont Hørring,Denmark,704916375.0,Stub,5.8
18232,Johan Henrik Deuntzer,Denmark,704917703.0,Stub,5.8
18233,Frode Sørensen (politician),Denmark,704929287.0,Stub,5.8
18234,Christian Ulrik Gyldenløve,Denmark,704936337.0,Stub,5.8
18235,Tom Høyem,Denmark,705431624.0,Stub,5.8
18236,Klaus Bondam,Denmark,706067548.0,Stub,5.8
18237,Inge Genefke,Denmark,706119974.0,Stub,5.8
18238,Eberhard Isbrand Ides,Denmark,707013721.0,Stub,5.8
18239,Marie-Sophie Nielsen,Denmark,707089137.0,Stub,5.8
18240,Charles Brun (Denmark),Denmark,707143937.0,Stub,5.8
18241,Bjarne Møgelhøj,Denmark,707350275.0,Stub,5.8
18242,Harald Scavenius,Denmark,707597496.0,Stub,5.8
18243,Kjeld Olesen,Denmark,707598252.0,Stub,5.8
18244,Karl Kristian Steincke,Denmark,707659333.0,Stub,5.8
18245,Hans Tabor,Denmark,708979003.0,Stub,5.8
18246,Laust Jevsen Moltesen,Denmark,709346986.0,Start,5.8
18247,Poul Weber,Denmark,710058284.0,Stub,5.8
18248,Urban Hansen,Denmark,711281453.0,Stub,5.8
18249,Egon Weidekamp,Denmark,711281790.0,Stub,5.8
18250,Hans Peter Sørensen,Denmark,711282856.0,Stub,5.8
18251,Mikkel Warming,Denmark,711285107.0,Stub,5.8
18252,Herluf Zahle,Denmark,711298381.0,Stub,5.8
18253,Edvard Sørensen,Denmark,711874950.0,Stub,5.8
18254,Christian Christophersen Sehested,Denmark,712989735.0,Stub,5.8
18255,Otto Joachim Moltke,Denmark,713019122.0,Stub,5.8
18256,Bertel Dahlgaard,Denmark,713509441.0,Stub,5.8
18257,Carl Christian Vilhelm Liebe,Denmark,714507412.0,Start,5.8
18258,Hans Nicolai Hansen,Denmark,714525339.0,Start,5.8
18259,Per Carlsen (diplomat),Denmark,714648680.0,Stub,5.8
18260,Carsten Staur,Denmark,715273155.0,Start,5.8
18261,Balzer Jacobsen,Denmark,715490796.0,Stub,5.8
18262,Otto Scavenius,Denmark,715946020.0,Stub,5.8
18263,Sigurd Ømann,Denmark,715955205.0,Start,5.8
18264,Ivar Hansen,Denmark,716568314.0,Start,5.8
18265,Per Federspiel,Denmark,717399728.0,Start,5.8
18266,Arne Rolighed,Denmark,717545898.0,Stub,5.8
18267,Kurt Hockerup,Denmark,718126121.0,Stub,5.8
18268,Adolph Sigfried von der Osten,Denmark,719006459.0,Stub,5.8
18269,Frederik Carl Gram Schrøder,Denmark,719160470.0,Stub,5.8
18270,Enevold Sørensen,Denmark,719253459.0,Stub,5.8
18271,Ole Espersen,Denmark,720887583.0,Stub,5.8
18272,Ingeborg Hansen,Denmark,721303811.0,Stub,5.8
18273,Ole Stavad,Denmark,722095518.0,Stub,5.8
18274,Óli Niklái Skaalum,Denmark,722784593.0,Stub,5.8
18275,Christian Ludvig Johannesen,Denmark,722785100.0,Stub,5.8
18276,H.C. Østerby,Denmark,723970510.0,Stub,5.8
18277,Símun Petur Zachariasen,Denmark,724259954.0,Start,5.8
18278,Svend Aage Jensby,Denmark,724263248.0,Stub,5.8
18279,Álvur Zachariasen,Denmark,724620220.0,Stub,5.8
18280,Finn Olav Gundelach,Denmark,724630451.0,Stub,5.8
18281,Ludvig Holstein-Ledreborg,Denmark,725125295.0,Start,5.8
18282,Egon Jakobsen,Denmark,725675868.0,Stub,5.8
18283,Svend Haugaard,Denmark,729568223.0,Stub,5.8
18284,Johan Gunder Adler,Denmark,729729123.0,Start,5.8
18285,Wolfgang von Haffner,Denmark,730034768.0,Stub,5.8
18286,Hannibal Sehested (council president),Denmark,732615415.0,Stub,5.8
18287,Christian Rantzau,Denmark,735281835.0,Stub,5.8
18288,Conrad von Reventlow,Denmark,735541155.0,Start,5.8
18289,Kenneth Kristensen Berth,Denmark,736986163.0,Stub,5.8
18290,Poul Christian Stemann,Denmark,737045867.0,Start,5.8
18291,Viggo Christensen,Denmark,738598153.0,Stub,5.8
18292,Poul Nielson,Denmark,742094920.0,Stub,5.8
18293,Frank Jensen,Denmark,742131289.0,Stub,5.8
18294,Jørgen Olufsen,Denmark,743812351.0,Stub,5.8
18295,Hans Lynge,Denmark,744433535.0,Stub,5.8
18296,Tove Fergo,Denmark,745220981.0,Stub,5.8
18297,Paramount chieftain,Denmark,745794080.0,Stub,5.8
18298,Alfred Jensen (politician),Denmark,747980221.0,Stub,5.8
18299,Peter Lauritzen,Denmark,749675026.0,Stub,5.8
18300,Hans Christian Steffensen,Denmark,750067002.0,Start,5.8
18301,Isabella Arendt Laursen,Denmark,750290559.0,Stub,5.8
18302,Bodil Kornbek,Denmark,751194659.0,Stub,5.8
18303,Christian Mejdahl,Denmark,753712636.0,Stub,5.8
18304,Poul Søgaard,Denmark,754933834.0,Stub,5.8
18305,Ulrik Adolf Holstein,Denmark,755259566.0,Stub,5.8
18306,Dan Michael Knudsen,Denmark,756223583.0,Stub,5.8
18307,Birthe Rønn Hornbech,Denmark,756654571.0,Start,5.8
18308,Brian Mikkelsen,Denmark,756654575.0,Stub,5.8
18309,Carsten Hansen (politician),Denmark,756654582.0,Stub,5.8
18310,Hans Christian Schmidt,Denmark,756654658.0,Stub,5.8
18311,Jakob Axel Nielsen,Denmark,756654798.0,Stub,5.8
18312,Martin Geertsen,Denmark,756654980.0,Start,5.8
18313,Mette Gjerskov,Denmark,756655110.0,Stub,5.8
18314,Morten Bødskov,Denmark,756655128.0,Stub,5.8
18315,Eva Kjer Hansen,Denmark,756793961.0,Stub,5.8
18316,Gitte Lillelund Bech,Denmark,756794869.0,Stub,5.8
18317,Aaja Chemnitz Larsen,Denmark,757102962.0,Start,5.8
18318,Fanny Jensen,Denmark,757251965.0,Stub,5.8
18319,Benedikte Kiær,Denmark,757540232.0,Stub,5.8
18320,Carina Christensen,Denmark,757540344.0,Stub,5.8
18321,Helle Degn,Denmark,757563145.0,Start,5.8
18322,Henriette Kjær,Denmark,757563157.0,Start,5.8
18323,Marianne Jelved,Denmark,757615256.0,Start,5.8
18324,Julius Bomholt,Denmark,757731184.0,Stub,5.8
18325,Pia Olsen Dyhr,Denmark,758010229.0,Stub,5.8
18326,Christine Antorini,Denmark,758556843.0,Start,5.8
18327,Nicolai Wammen,Denmark,759454194.0,Start,5.8
18328,Ritt Bjerregaard,Denmark,759481897.0,C,5.8
18329,Pernille Rosenkrantz-Theil,Denmark,760001093.0,Start,5.8
18330,Poul Hansen,Denmark,761232713.0,Start,5.8
18331,Hans Klingenberg,Denmark,762684039.0,Stub,5.8
18332,Kristoffer Lynge,Denmark,764223245.0,Stub,5.8
18333,Louise Frevert,Denmark,764600360.0,Stub,5.8
18334,Sigvard Munk,Denmark,766246874.0,Stub,5.8
18335,Lars Engberg,Denmark,766249161.0,Stub,5.8
18336,Stig Grenov,Denmark,766287939.0,Stub,5.8
18337,Ole Hansen (politician),Denmark,767371759.0,Stub,5.8
18338,Anders Nielsen (politician),Denmark,767372036.0,Stub,5.8
18339,Christian Sonne,Denmark,767372249.0,Stub,5.8
18340,Juliane Henningsen,Denmark,767791725.0,Start,5.8
18341,Lene Hansen,Denmark,769086217.0,Stub,5.8
18342,Bo Knudsen,Denmark,770612872.0,Stub,5.8
18343,K. B. Andersen,Denmark,772053485.0,Start,5.8
18344,Alsing Andersen,Denmark,772053530.0,Stub,5.8
18345,Ulrik Wilbek,Denmark,772311953.0,Start,5.8
18346,Christian Albrecht Bluhme,Denmark,772390548.0,Stub,5.8
18347,Peter Georg Bang,Denmark,772391047.0,Stub,5.8
18348,Michael Pedersen Friis,Denmark,772391182.0,Stub,5.8
18349,Thomas Madsen-Mygdal,Denmark,772392111.0,Stub,5.8
18350,Frank Aaen,Denmark,772949407.0,Stub,5.8
18351,Anker Boye,Denmark,773602945.0,Start,5.8
18352,Charlotte Sahl-Madsen,Denmark,773993189.0,Start,5.8
18353,Søren Pape Poulsen,Denmark,775942803.0,Start,5.8
18354,Jens Kramer Mikkelsen,Denmark,776481266.0,Start,5.8
18355,Jens Pauli Skaalum,Denmark,776481984.0,Stub,5.8
18356,Jesper Langballe,Denmark,776539879.0,C,5.8
18357,Yildiz Akdogan,Denmark,776594023.0,Start,5.8
18358,John Brædder,Denmark,776932311.0,Stub,5.8
18359,Ruth Kristiansen,Denmark,777288352.0,Start,5.8
18360,Kashif Ahmad,Denmark,777908594.0,Stub,5.8
18361,Svend Erik Hovmand,Denmark,779225292.0,Stub,5.8
18362,Ida Auken,Denmark,779225874.0,Start,5.8
18363,Lise Østergaard,Denmark,779770648.0,C,5.8
18364,Poul Michelsen,Denmark,780177301.0,C,5.8
18365,Troels Lund Poulsen,Denmark,780498898.0,Stub,5.8
18366,Carl Christian Hall,Denmark,780906726.0,Start,5.8
18367,List of Faroese members of the Folketing,Denmark,780913123.0,Start,5.8
18368,Lars Christian Lilleholt,Denmark,782531392.0,Stub,5.8
18369,Bente Hansen,Denmark,782892319.0,Start,5.8
18370,Mads Pagh Bruun,Denmark,783067500.0,Stub,5.8
18371,Peter Daniel Bruun,Denmark,783067519.0,Start,5.8
18372,Malou Aamund,Denmark,783131497.0,Stub,5.8
18373,Fríðrikur Petersen,Denmark,783202212.0,Stub,5.8
18374,Marianne Karlsmose,Denmark,783468540.0,Stub,5.8
18375,Poul Møller,Denmark,783697738.0,Stub,5.8
18376,Edvard Brandes,Denmark,784316469.0,Start,5.8
18377,Erling Olsen,Denmark,784440138.0,Stub,5.8
18378,Fredrik Bajer,Denmark,784766633.0,Start,5.8
18379,Ulla Dahlerup,Denmark,785037969.0,Start,5.8
18380,Niels Gade,Denmark,785902480.0,B,5.8
18381,Kjeld Philip,Denmark,786622449.0,Stub,5.8
18382,Peter Christian Knudsen,Denmark,786930135.0,Stub,5.8
18383,Bodil Koch,Denmark,786932106.0,C,5.8
18384,Angaangaq Lyberth,Denmark,787080763.0,Stub,5.8
